price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_area,room_count,amenity_score,bath_bed_ratio,story_bed_ratio,parking_bed_ratio,total_comfort_score
4795000,7000,3,1,2,1,0,1,0,0,0,0,3,685.0,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4795000,8100,4,1,4,1,0,1,0,1,2,0,2,591.9753086419753,5,2,0.25,1.0,0.5,2
4767000,3420,4,2,2,1,0,0,0,0,0,0,2,1393.859649122807,6,0,0.5,0.5,0.0,0
4760000,9166,2,1,1,1,0,1,0,1,2,0,2,519.3104953087498,3,2,0.5,0.5,1.0,2
4760000,6321,3,1,2,1,0,1,0,1,1,0,1,753.0454042081949,4,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,2
4760000,10240,2,1,1,1,0,0,0,1,2,1,3,464.84375,3,2,0.5,0.5,1.0,1
4753000,6440,2,1,1,1,0,0,0,1,3,0,2,738.0434782608696,3,1,0.5,0.5,1.5,1
4690000,5170,3,1,4,1,0,0,0,1,0,0,2,907.1566731141199,4,1,0.3333333333333333,1.3333333333333333,0.0,1
4690000,6000,2,1,1,1,0,1,0,1,1,0,1,781.6666666666666,3,2,0.5,0.5,0.5,2
4690000,3630,3,1,2,1,0,0,0,0,2,0,2,1292.0110192837465,4,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
4690000,9667,4,2,2,1,1,1,0,0,1,0,2,485.15568428674874,6,2,0.5,0.5,0.25,2
4690000,5400,2,1,2,1,0,0,0,0,0,1,2,868.5185185185185,3,1,0.5,1.0,0.0,0
4690000,4320,3,1,1,1,0,0,0,0,0,1,2,1085.648148148148,4,1,0.3333333333333333,0.3333333333333333,0.0,0
4655000,3745,3,1,2,1,0,1,0,0,0,0,1,1242.9906542056074,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4620000,4160,3,1,1,1,1,1,0,1,0,0,3,1110.576923076923,4,3,0.3333333333333333,0.3333333333333333,0.0,3
4620000,3880,3,2,2,1,0,1,0,0,2,0,2,1190.721649484536,5,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
4620000,5680,3,1,2,1,1,0,0,1,1,0,2,813.3802816901408,4,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,2
4620000,2870,2,1,2,1,1,1,0,0,0,1,2,1609.7560975609756,3,3,0.5,1.0,0.0,2
4620000,5010,3,1,2,1,0,1,0,0,0,0,2,922.1556886227545,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4613000,4510,4,2,2,1,0,1,0,0,0,0,2,1022.8381374722838,6,1,0.5,0.5,0.0,1
4585000,4000,3,1,2,1,0,0,0,0,1,0,1,1146.25,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4585000,3840,3,1,2,1,0,0,0,0,1,1,2,1194.0104166666667,4,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4550000,3760,3,1,1,1,0,0,0,0,2,0,2,1210.1063829787233,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
4550000,3640,3,1,2,1,0,0,0,1,0,0,1,1250.0,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4550000,2550,3,1,2,1,0,1,0,0,0,0,1,1784.313725490196,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4550000,5320,3,1,2,1,1,1,0,0,0,1,2,855.2631578947369,4,3,0.3333333333333333,0.6666666666666666,0.0,2
4550000,5360,3,1,2,1,0,0,0,0,2,1,3,848.8805970149253,4,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
4550000,3520,3,1,1,1,0,0,0,0,0,1,2,1292.6136363636363,4,1,0.3333333333333333,0.3333333333333333,0.0,0
4550000,8400,4,1,4,1,0,0,0,0,3,0,3,541.6666666666666,5,0,0.25,1.0,0.75,0
4543000,4100,2,2,1,1,1,1,0,0,0,0,2,1108.0487804878048,4,2,1.0,0.5,0.0,2
4543000,4990,4,2,2,1,1,1,0,0,0,1,1,910.4208416833667,6,3,0.5,0.5,0.0,2
4515000,3510,3,1,3,1,0,0,0,0,0,0,2,1286.3247863247864,4,0,0.3333333333333333,1.0,0.0,0
4515000,3450,3,1,2,1,0,1,0,0,1,0,2,1308.695652173913,4,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,1
4515000,9860,3,1,1,1,0,0,0,0,0,0,2,457.9107505070994,4,0,0.3333333333333333,0.3333333333333333,0.0,0
4515000,3520,2,1,2,1,0,0,0,0,0,1,1,1282.6704545454545,3,1,0.5,1.0,0.0,0
4480000,4510,4,1,2,1,0,0,0,1,2,0,2,993.3481152993348,5,1,0.25,0.5,0.5,1
4480000,5885,2,1,1,1,0,0,0,1,1,0,3,761.2574341546305,3,1,0.5,0.5,0.5,1
4480000,4000,3,1,2,1,0,0,0,0,2,0,1,1120.0,4,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
4480000,8250,3,1,1,1,0,0,0,0,0,0,1,543.030303030303,4,0,0.3333333333333333,0.3333333333333333,0.0,0
4480000,4040,3,1,2,1,0,0,0,0,1,0,2,1108.9108910891089,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4473000,6360,2,1,1,1,0,1,0,1,1,0,1,703.3018867924528,3,2,0.5,0.5,0.5,2
4473000,3162,3,1,2,1,0,0,0,1,1,0,1,1414.6110056925995,4,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,1
4473000,3510,3,1,2,1,0,0,0,0,0,0,2,1274.3589743589744,4,0,0.3333333333333333,0.6666666666666666,0.0,0
4445000,3750,2,1,1,1,1,1,0,0,0,0,2,1185.3333333333333,3,2,0.5,0.5,0.0,2
4410000,3968,3,1,2,0,0,0,0,0,0,0,2,1111.391129032258,4,0,0.3333333333333333,0.6666666666666666,0.0,0
4410000,4900,2,1,2,1,0,1,0,0,0,0,2,900.0,3,1,0.5,1.0,0.0,1
4403000,2880,3,1,2,1,0,0,0,0,0,1,2,1528.8194444444443,4,1,0.3333333333333333,0.6666666666666666,0.0,0
4403000,4880,3,1,1,1,0,0,0,0,2,1,3,902.2540983606557,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
4403000,4920,3,1,2,1,0,0,0,0,1,0,2,894.9186991869918,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4382000,4950,4,1,2,1,0,0,0,1,0,0,2,885.2525252525253,5,1,0.25,0.5,0.0,1
4375000,3900,3,1,2,1,0,0,0,0,0,0,3,1121.7948717948718,4,0,0.3333333333333333,0.6666666666666666,0.0,0
4340000,4500,3,2,3,1,0,0,1,0,1,0,1,964.4444444444445,5,1,0.6666666666666666,1.0,0.3333333333333333,1
4340000,1905,5,1,2,0,0,1,0,0,0,0,2,2278.215223097113,6,1,0.2,0.4,0.0,1
4340000,4075,3,1,1,1,1,1,0,0,2,0,2,1065.0306748466257,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,2
4340000,3500,4,1,2,1,0,0,0,0,2,0,1,1240.0,5,0,0.25,0.5,0.5,0
4340000,6450,4,1,2,1,0,0,0,0,0,0,2,672.8682170542636,5,0,0.25,0.5,0.0,0
4319000,4032,2,1,1,1,0,1,0,0,0,0,1,1071.1805555555557,3,1,0.5,0.5,0.0,1
4305000,4400,2,1,1,1,0,0,0,0,1,0,2,978.4090909090909,3,0,0.5,0.5,0.5,0
4305000,10360,2,1,1,1,0,0,0,0,1,1,2,415.5405405405405,3,1,0.5,0.5,0.5,0
4277000,3400,3,1,2,1,0,1,0,0,2,1,2,1257.9411764705883,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
4270000,6360,2,1,1,1,0,0,0,0,0,0,1,671.3836477987421,3,0,0.5,0.5,0.0,0
4270000,6360,2,1,2,1,0,0,0,0,0,0,3,671.3836477987421,3,0,0.5,1.0,0.0,0
4270000,4500,2,1,1,1,0,0,0,1,2,0,1,948.8888888888889,3,1,0.5,0.5,1.0,1
4270000,2175,3,1,2,0,1,1,0,1,0,0,3,1963.2183908045977,4,3,0.3333333333333333,0.6666666666666666,0.0,3
4270000,4360,4,1,2,1,0,0,0,0,0,0,1,979.3577981651376,5,0,0.25,0.5,0.0,0
4270000,7770,2,1,1,1,0,0,0,0,1,0,1,549.5495495495495,3,0,0.5,0.5,0.5,0
4235000,6650,3,1,2,1,1,0,0,0,0,0,2,636.8421052631579,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4235000,2787,3,1,1,1,0,1,0,0,0,1,1,1519.5550771438823,4,2,0.3333333333333333,0.3333333333333333,0.0,1
4200000,5500,3,1,2,1,0,0,0,1,0,0,3,763.6363636363636,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4200000,5040,3,1,2,1,0,1,0,1,0,0,3,833.3333333333334,4,2,0.3333333333333333,0.6666666666666666,0.0,2
4200000,5850,2,1,1,1,1,1,0,0,2,0,2,717.9487179487179,3,2,0.5,0.5,1.0,2
4200000,2610,4,3,2,0,0,0,0,0,0,0,2,1609.1954022988505,7,0,0.75,0.5,0.0,0
4200000,2953,3,1,2,1,0,1,0,1,0,0,3,1422.2824246528953,4,2,0.3333333333333333,0.6666666666666666,0.0,2
4200000,2747,4,2,2,0,0,0,0,0,0,0,2,1528.9406625409538,6,0,0.5,0.5,0.0,0
4200000,4410,2,1,1,0,0,0,0,0,1,0,3,952.3809523809524,3,0,0.5,0.5,0.5,0
4200000,4000,4,2,2,0,0,0,0,0,0,0,2,1050.0,6,0,0.5,0.5,0.0,0
4200000,2325,3,1,2,0,0,0,0,0,0,0,2,1806.4516129032259,4,0,0.3333333333333333,0.6666666666666666,0.0,0
4200000,4600,3,2,2,1,0,0,0,1,1,0,2,913.0434782608696,5,1,0.6666666666666666,0.6666666666666666,0.3333333333333333,1
4200000,3640,3,2,2,1,0,1,0,0,0,0,3,1153.8461538461538,5,1,0.6666666666666666,0.6666666666666666,0.0,1
4200000,5800,3,1,1,1,0,0,1,0,2,0,2,724.1379310344828,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
4200000,7000,3,1,1,1,0,0,0,0,3,0,1,600.0,4,0,0.3333333333333333,0.3333333333333333,1.0,0
4200000,4079,3,1,3,1,0,0,0,0,0,0,2,1029.6641333660211,4,0,0.3333333333333333,1.0,0.0,0
4200000,3520,3,1,2,1,0,0,0,0,0,1,2,1193.1818181818182,4,1,0.3333333333333333,0.6666666666666666,0.0,0
4200000,2145,3,1,3,1,0,0,0,0,1,1,3,1958.041958041958,4,1,0.3333333333333333,1.0,0.3333333333333333,0
4200000,4500,3,1,1,1,0,1,0,0,0,0,1,933.3333333333334,4,1,0.3333333333333333,0.3333333333333333,0.0,1
4193000,8250,3,1,1,1,0,1,0,0,3,0,2,508.24242424242425,4,1,0.3333333333333333,0.3333333333333333,1.0,1
4193000,3450,3,1,2,1,0,0,0,0,1,0,2,1215.3623188405797,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4165000,4840,3,1,2,1,0,0,0,0,1,0,2,860.5371900826447,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4165000,4080,3,1,2,1,0,0,0,0,2,0,2,1020.8333333333334,4,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
4165000,4046,3,1,2,1,0,1,0,0,1,0,2,1029.4117647058824,4,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,1
4130000,4632,4,1,2,1,0,0,0,1,0,0,2,891.6234887737478,5,1,0.25,0.5,0.0,1
4130000,5985,3,1,1,1,0,1,0,0,0,0,2,690.0584795321637,4,1,0.3333333333333333,0.3333333333333333,0.0,1
4123000,6060,2,1,1,1,0,1,0,0,1,0,2,680.3630363036303,3,1,0.5,0.5,0.5,1
4098500,3600,3,1,1,1,0,1,0,1,0,1,1,1138.4722222222222,4,3,0.3333333333333333,0.3333333333333333,0.0,2
4095000,3680,3,2,2,1,0,0,0,0,0,0,2,1112.7717391304348,5,0,0.6666666666666666,0.6666666666666666,0.0,0
4095000,4040,2,1,2,1,0,0,0,0,1,0,2,1013.6138613861386,3,0,0.5,1.0,0.5,0
4095000,5600,2,1,1,1,0,0,0,1,0,0,2,731.25,3,1,0.5,0.5,0.0,1
4060000,5900,4,2,2,0,0,1,0,0,1,0,3,688.1355932203389,6,1,0.5,0.5,0.25,1
4060000,4992,3,2,2,1,0,0,0,0,2,0,3,813.3012820512821,5,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
4060000,4340,3,1,1,1,0,0,0,0,0,0,2,935.483870967742,4,0,0.3333333333333333,0.3333333333333333,0.0,0
4060000,3000,4,1,3,1,0,1,0,1,2,0,2,1353.3333333333333,5,2,0.25,0.75,0.5,2
4060000,4320,3,1,2,1,0,0,0,0,2,1,1,939.8148148148148,4,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
4025000,3630,3,2,2,1,0,0,1,0,2,0,2,1108.8154269972451,5,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
4025000,3460,3,2,1,1,0,1,0,1,1,0,1,1163.2947976878613,5,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,2
4025000,5400,3,1,1,1,0,0,0,0,3,0,2,745.3703703703703,4,0,0.3333333333333333,0.3333333333333333,1.0,0
4007500,4500,3,1,2,0,0,1,0,1,0,0,2,890.5555555555555,4,2,0.3333333333333333,0.6666666666666666,0.0,2
4007500,3460,4,1,2,1,0,0,0,1,0,0,2,1158.236994219653,5,1,0.25,0.5,0.0,1
3990000,4100,4,1,1,0,0,1,0,0,0,0,3,973.170731707317,5,1,0.25,0.25,0.0,1
3990000,6480,3,1,2,0,0,0,0,1,1,0,2,615.7407407407408,4,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,1
3990000,4500,3,2,2,0,0,1,0,1,0,0,2,886.6666666666666,5,2,0.6666666666666666,0.6666666666666666,0.0,2
3990000,3960,3,1,2,1,0,0,0,0,0,0,1,1007.5757575757576,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3990000,4050,2,1,2,1,1,1,0,0,0,1,3,985.1851851851852,3,3,0.5,1.0,0.0,2
3920000,7260,3,2,1,1,1,1,0,0,3,0,1,539.9449035812672,5,2,0.6666666666666666,0.3333333333333333,1.0,2
3920000,5500,4,1,2,1,1,1,0,0,0,0,2,712.7272727272727,5,2,0.25,0.5,0.0,2
3920000,3000,3,1,2,1,0,0,0,0,0,0,2,1306.6666666666667,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3920000,3290,2,1,1,1,0,0,1,0,1,0,1,1191.4893617021276,3,1,0.5,0.5,0.5,1
3920000,3816,2,1,1,1,0,1,0,1,2,0,1,1027.2536687631027,3,2,0.5,0.5,1.0,2
3920000,8080,3,1,1,1,0,0,0,1,2,0,2,485.1485148514852,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
3920000,2145,4,2,1,1,0,1,0,0,0,1,3,1827.5058275058275,6,2,0.5,0.25,0.0,1
3885000,3780,2,1,2,1,1,1,0,0,0,0,2,1027.7777777777778,3,2,0.5,1.0,0.0,2
3885000,3180,4,2,2,1,0,0,0,0,0,0,1,1221.698113207547,6,0,0.5,0.5,0.0,0
3850000,5300,5,2,2,1,0,0,0,0,0,0,2,726.4150943396227,7,0,0.4,0.4,0.0,0
3850000,3180,2,2,1,1,0,1,0,0,2,0,2,1210.691823899371,4,1,1.0,0.5,1.0,1
3850000,7152,3,1,2,1,0,0,0,1,0,0,1,538.3109619686801,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3850000,4080,2,1,1,1,0,0,0,0,0,0,2,943.6274509803922,3,0,0.5,0.5,0.0,0
3850000,3850,2,1,1,1,0,0,0,0,0,0,2,1000.0,3,0,0.5,0.5,0.0,0
3850000,2015,3,1,2,1,0,1,0,0,0,1,2,1910.6699751861042,4,2,0.3333333333333333,0.6666666666666666,0.0,1
3850000,2176,2,1,2,1,1,0,0,0,0,1,2,1769.3014705882354,3,2,0.5,1.0,0.0,1
3836000,3350,3,1,2,1,0,0,0,0,0,0,3,1145.0746268656717,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3815000,3150,2,2,1,0,0,1,0,0,0,0,2,1211.111111111111,4,1,1.0,0.5,0.0,1
3780000,4820,3,1,2,1,0,0,0,0,0,0,2,784.2323651452282,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3780000,3420,2,1,2,1,0,0,1,0,1,0,2,1105.2631578947369,3,1,0.5,1.0,0.5,1
3780000,3600,2,1,1,1,0,0,0,0,0,0,2,1050.0,3,0,0.5,0.5,0.0,0
3780000,5830,2,1,1,1,0,0,0,0,2,0,3,648.3704974271012,3,0,0.5,0.5,1.0,0
3780000,2856,3,1,3,1,0,0,0,0,0,1,1,1323.5294117647059,4,1,0.3333333333333333,1.0,0.0,0
3780000,8400,2,1,1,1,0,0,0,0,1,0,1,450.0,3,0,0.5,0.5,0.5,0
3773000,8250,3,1,1,1,0,0,0,0,2,0,1,457.3333333333333,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
3773000,2520,5,2,1,0,0,1,0,1,1,0,1,1497.2222222222222,7,2,0.4,0.2,0.2,2
3773000,6930,4,1,2,0,0,0,0,0,1,0,1,544.4444444444445,5,0,0.25,0.5,0.25,0
3745000,3480,2,1,1,1,0,0,0,0,0,1,2,1076.1494252873563,3,1,0.5,0.5,0.0,0
3710000,3600,3,1,1,1,0,0,0,0,1,0,3,1030.5555555555557,4,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
3710000,4040,2,1,1,1,0,0,0,0,0,0,2,918.3168316831683,3,0,0.5,0.5,0.0,0
3710000,6020,3,1,1,1,0,0,0,0,0,0,2,616.2790697674419,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3710000,4050,2,1,1,1,0,0,0,0,0,0,1,916.0493827160494,3,0,0.5,0.5,0.0,0
3710000,3584,2,1,1,1,0,0,1,0,0,0,2,1035.15625,3,1,0.5,0.5,0.0,1
3703000,3120,3,1,2,0,0,1,1,0,0,0,2,1186.8589743589744,4,2,0.3333333333333333,0.6666666666666666,0.0,2
3703000,5450,2,1,1,1,0,0,0,0,0,0,1,679.4495412844037,3,0,0.5,0.5,0.0,0
3675000,3630,2,1,1,1,0,1,0,0,0,0,1,1012.396694214876,3,1,0.5,0.5,0.0,1
3675000,3630,2,1,1,1,0,0,0,1,0,0,3,1012.396694214876,3,1,0.5,0.5,0.0,1
3675000,5640,2,1,1,0,0,0,0,0,0,0,2,651.5957446808511,3,0,0.5,0.5,0.0,0
3675000,3600,2,1,1,1,0,0,0,0,0,0,1,1020.8333333333334,3,0,0.5,0.5,0.0,0
3640000,4280,2,1,1,1,0,0,0,1,2,0,2,850.4672897196261,3,1,0.5,0.5,1.0,1
3640000,3570,3,1,2,1,0,1,0,0,0,0,2,1019.6078431372549,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3640000,3180,3,1,2,0,0,1,0,0,0,0,2,1144.6540880503144,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3640000,3000,2,1,2,1,0,0,0,1,0,0,1,1213.3333333333333,3,1,0.5,1.0,0.0,1
3640000,3520,2,2,1,1,0,1,0,0,0,0,2,1034.090909090909,4,1,1.0,0.5,0.0,1
3640000,5960,3,1,2,1,1,1,0,0,0,0,3,610.738255033557,4,2,0.3333333333333333,0.6666666666666666,0.0,2
3640000,4130,3,2,2,1,0,0,0,0,2,0,2,881.3559322033898,5,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
3640000,2850,3,2,2,0,0,1,0,0,0,1,3,1277.1929824561403,5,2,0.6666666666666666,0.6666666666666666,0.0,1
3640000,2275,3,1,3,1,0,0,1,1,0,1,2,1600.0,4,3,0.3333333333333333,1.0,0.0,2
3633000,3520,3,1,1,1,0,0,0,0,2,1,3,1032.1022727272727,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
3605000,4500,2,1,1,1,0,0,0,0,0,0,2,801.1111111111111,3,0,0.5,0.5,0.0,0
3605000,4000,2,1,1,1,0,0,0,0,0,1,2,901.25,3,1,0.5,0.5,0.0,0
3570000,3150,3,1,2,1,0,1,0,0,0,0,1,1133.3333333333333,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3570000,4500,4,2,2,1,0,1,0,0,2,0,1,793.3333333333334,6,1,0.5,0.5,0.5,1
3570000,4500,2,1,1,0,0,0,0,0,0,0,1,793.3333333333334,3,0,0.5,0.5,0.0,0
3570000,3640,2,1,1,1,0,0,0,0,0,0,3,980.7692307692307,3,0,0.5,0.5,0.0,0
3535000,3850,3,1,1,1,0,0,0,0,2,0,3,918.1818181818181,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
3500000,4240,3,1,2,1,0,0,0,1,0,0,2,825.4716981132076,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3500000,3650,3,1,2,1,0,0,0,0,0,0,3,958.9041095890411,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3500000,4600,4,1,2,1,0,0,0,0,0,0,2,760.8695652173913,5,0,0.25,0.5,0.0,0
3500000,2135,3,2,2,0,0,0,0,0,0,0,3,1639.344262295082,5,0,0.6666666666666666,0.6666666666666666,0.0,0
3500000,3036,3,1,2,1,0,1,0,0,0,0,2,1152.832674571805,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3500000,3990,3,1,2,1,0,0,0,0,0,0,2,877.1929824561404,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3500000,7424,3,1,1,0,0,0,0,0,0,0,3,471.4439655172414,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3500000,3480,3,1,1,0,0,0,0,1,0,0,3,1005.7471264367816,4,1,0.3333333333333333,0.3333333333333333,0.0,1
3500000,3600,6,1,2,1,0,0,0,0,1,0,3,972.2222222222222,7,0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0
3500000,3640,2,1,1,1,0,0,0,0,1,0,2,961.5384615384615,3,0,0.5,0.5,0.5,0
3500000,5900,2,1,1,1,0,0,0,0,1,0,1,593.2203389830509,3,0,0.5,0.5,0.5,0
3500000,3120,3,1,2,1,0,0,0,0,1,0,3,1121.7948717948718,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
3500000,7350,2,1,1,1,0,0,0,0,1,0,2,476.1904761904762,3,0,0.5,0.5,0.5,0
3500000,3512,2,1,1,1,0,0,0,0,1,1,3,996.5831435079726,3,1,0.5,0.5,0.5,0
3500000,9500,3,1,2,1,0,0,0,0,3,1,3,368.42105263157896,4,1,0.3333333333333333,0.6666666666666666,1.0,0
3500000,5880,2,1,1,1,0,0,0,0,0,0,3,595.2380952380952,3,0,0.5,0.5,0.0,0
3500000,12944,3,1,1,1,0,0,0,0,0,0,3,270.39555006180467,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3493000,4900,3,1,2,0,0,0,0,0,0,0,3,712.8571428571429,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3465000,3060,3,1,1,1,0,0,0,0,0,0,3,1132.3529411764705,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3465000,5320,2,1,1,1,0,0,0,0,1,1,3,651.3157894736842,3,1,0.5,0.5,0.5,0
3465000,2145,3,1,3,1,0,0,0,0,0,1,1,1615.3846153846155,4,1,0.3333333333333333,1.0,0.0,0
3430000,4000,2,1,1,1,0,0,0,0,0,0,3,857.5,3,0,0.5,0.5,0.0,0
3430000,3185,2,1,1,1,0,0,0,0,2,0,3,1076.923076923077,3,0,0.5,0.5,1.0,0
3430000,3850,3,1,1,1,0,0,0,0,0,0,3,890.9090909090909,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3430000,2145,3,1,3,1,0,0,0,0,0,1,1,1599.067599067599,4,1,0.3333333333333333,1.0,0.0,0
3430000,2610,3,1,2,1,0,1,0,0,0,1,3,1314.176245210728,4,2,0.3333333333333333,0.6666666666666666,0.0,1
3430000,1950,3,2,2,1,0,1,0,0,0,1,3,1758.974358974359,5,2,0.6666666666666666,0.6666666666666666,0.0,1
3423000,4040,2,1,1,1,0,0,0,0,0,0,3,847.2772277227723,3,0,0.5,0.5,0.0,0
3395000,4785,3,1,2,1,1,1,0,1,1,0,1,709.5088819226751,4,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
3395000,3450,3,1,1,1,0,1,0,0,2,0,3,984.0579710144928,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
3395000,3640,2,1,1,1,0,0,0,0,0,0,1,932.6923076923077,3,0,0.5,0.5,0.0,0
3360000,3500,4,1,2,1,0,0,0,1,2,0,3,960.0,5,1,0.25,0.5,0.5,1
3360000,4960,4,1,3,0,0,0,0,0,0,0,2,677.4193548387096,5,0,0.25,0.75,0.0,0
3360000,4120,2,1,2,1,0,0,0,0,0,0,3,815.5339805825242,3,0,0.5,1.0,0.0,0
3360000,4750,2,1,1,1,0,0,0,0,0,0,3,707.3684210526316,3,0,0.5,0.5,0.0,0
3360000,3720,2,1,1,0,0,0,0,1,0,0,3,903.2258064516129,3,1,0.5,0.5,0.0,1
3360000,3750,3,1,1,1,0,0,0,0,0,0,3,896.0,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3360000,3100,3,1,2,0,0,1,0,0,0,0,2,1083.8709677419354,4,1,0.3333333333333333,0.6666666666666666,0.0,1
3360000,3185,2,1,1,1,0,1,0,0,2,0,1,1054.9450549450548,3,1,0.5,0.5,1.0,1
3353000,2700,3,1,1,0,0,0,0,0,0,0,1,1241.851851851852,4,0,0.3333333333333333,0.3333333333333333,0.0,0
3332000,2145,3,1,2,1,0,1,0,0,0,1,1,1553.3799533799533,4,2,0.3333333333333333,0.6666666666666666,0.0,1
3325000,4040,2,1,1,1,0,0,0,0,1,0,3,823.019801980198,3,0,0.5,0.5,0.5,0
3325000,4775,4,1,2,1,0,0,0,0,0,0,3,696.3350785340314,5,0,0.25,0.5,0.0,0
3290000,2500,2,1,1,0,0,0,0,1,0,0,3,1316.0,3,1,0.5,0.5,0.0,1
3290000,3180,4,1,2,1,0,1,0,1,0,0,3,1034.5911949685535,5,2,0.25,0.5,0.0,2
3290000,6060,3,1,1,1,1,1,0,0,0,0,1,542.9042904290429,4,2,0.3333333333333333,0.3333333333333333,0.0,2
3290000,3480,4,1,2,0,0,0,0,0,1,0,2,945.4022988505748,5,0,0.25,0.5,0.25,0
3290000,3792,4,1,2,1,0,0,0,0,0,0,2,867.6160337552743,5,0,0.25,0.5,0.0,0
3290000,4040,2,1,1,1,0,0,0,0,0,0,3,814.3564356435644,3,0,0.5,0.5,0.0,0
3290000,2145,3,1,2,1,0,1,0,0,0,1,1,1533.7995337995337,4,2,0.3333333333333333,0.6666666666666666,0.0,1
3290000,5880,3,1,1,1,0,0,0,0,1,0,3,559.5238095238095,4,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
3255000,4500,2,1,1,0,0,0,0,0,0,0,2,723.3333333333334,3,0,0.5,0.5,0.0,0
3255000,3930,2,1,1,0,0,0,0,0,0,0,3,828.2442748091603,3,0,0.5,0.5,0.0,0
3234000,3640,4,1,2,1,0,1,0,0,0,0,3,888.4615384615385,5,1,0.25,0.5,0.0,1
3220000,4370,3,1,2,1,0,0,0,0,0,0,3,736.8421052631579,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3220000,2684,2,1,1,1,0,0,0,1,1,0,3,1199.7019374068554,3,1,0.5,0.5,0.5,1
3220000,4320,3,1,1,0,0,0,0,0,1,0,3,745.3703703703703,4,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
3220000,3120,3,1,2,0,0,0,0,0,0,0,1,1032.051282051282,4,0,0.3333333333333333,0.6666666666666666,0.0,0
3150000,3450,1,1,1,1,0,0,0,0,0,0,1,913.0434782608696,2,0,1.0,1.0,0.0,0
3150000,3986,2,2,1,0,1,1,0,0,1,0,3,790.2659307576517,4,2,1.0,0.5,0.5,2
